SPECID,CATAID_1,SURVEY,IS_BEST,IS_SBEST,RA,DEC,Z,BPT,WHAN,HA_EW,HA_EW_ERR,HA,HA_er,HB,HB_er,OIII,OIII_er,NII,NII_er,LOIII,LOIII_er,BMS
525963788545976320,323593,SDSS,true,true,132.38783,1.7280100584030151,0.06889968,AGNXY,ELR,0.7511807,0.14309451,202.31818,38.184128,-309.32465,42.96083,106.880066,33.785942,545.20886,32.798973,40.061865999771996,39.56170531863342,0
525971210249463808,301191,SDSS,true,true,132.68863,1.315999984741211,0.042167943,AGNX,LLR,-0.72462696,0.13072722,-228.94066,41.084003,-481.52362,55.730946,-302.2065,40.969734,468.7638,38.64757,39.51439938914346,-1.0,0
526932183596689408,622662,SDSS,true,true,134.45028,0.7781299948692322,0.07181568,UNCXY,sAGN,73.74435,0.49762705,9841.14,63.049454,1074.5996,26.877996,896.99194,20.66032,4911.6836,37.050392,41.022350484342226,39.38469898753302,1
526936581643200512,209506,SDSS,true,true,133.68651,0.004370000213384628,0.10629747,UNCXY,sAGN,25.817312,0.36118662,1013.6121,12.868012,131.87904,14.063111,172.53864,12.131831,543.5006,15.136077,40.65370486778196,39.50074484913264,1
526937131399014400,209546,SDSS,true,true,133.86031,0.06168000027537346,0.10793756,AGNXY,sAGN,13.963334,0.27697277,1323.802,25.406479,99.532936,22.749481,2995.0286,29.915033,1245.8314,19.820635,41.90682118289556,39.906309695263126,0
526942903835060224,215579,SDSS,true,true,134.25335,0.5055299997329712,0.053164713,AGNX,LLR,0.10482711,0.11513207,28.207954,30.724178,-364.60867,42.302086,-49.403202,31.828602,660.69775,28.990871,38.95847002524431,-2.0,0
526947576759478272,547862,SDSS,true,true,133.57779,-0.15366,0.15777014,NOEL,LLR,-0.54961586,0.42116988,-43.410313,33.163704,-128.47122,27.170189,-48.186047,22.225483,12.05656,22.14463,40.416623670442014,-1.0,0
526952249683896320,278841,SDSS,true,true,133.97613,0.8530399799346924,0.05252468,AGNXY,sAGN,27.013096,0.23250183,5405.396,43.966064,472.57767,32.074703,3462.9465,35.172997,3056.0178,32.851765,41.33332409716169,39.34008769009554,1
526965718701336576,600013,SDSS,true,true,133.47353,0.30013999342918396,0.16733064,SFGX,wAGN,5.081311,0.30714297,350.8246,20.179804,-90.155106,25.627863,-5.744083,20.10991,234.06082,15.512205,40.35888939011838,-2.0,0
526975339428079616,622407,SDSS,true,true,133.23658,0.6997799873352051,0.108887605,UNCXY,sAGN,29.695261,0.53162205,1182.4663,19.670465,143.21126,15.3006,52.46874,11.913501,643.05756,12.166385,40.158107133932695,39.51424590449624,1
526986334544357376,622344,SDSS,true,true,132.82324,0.6457800269126892,0.05156463,UNCXY,SFG,19.600948,0.29160026,1829.353,25.324617,136.82732,28.943304,122.94252,22.07257,676.8205,18.963438,39.867354849697044,39.12150564171671,1
526999253805983744,536566,SDSS,true,true,132.17299,-0.19619999825954437,0.19078186,NOEL,LLR,-0.33201003,0.3972287,-19.700167,23.397894,-76.86638,21.931555,-19.294003,14.750176,2.0998104,15.063758,39.947770535868955,-2.0,0
527001727707146240,209179,SDSS,true,true,132.26567,0.11055000126361847,0.19332199,NOEL,LLR,-0.5431072,0.43343043,-12.707553,10.115745,-27.558502,9.940606,-30.391453,6.8406754,-6.059141,12.447586,40.08689442542601,-1.0,0
527005301119936512,278492,SDSS,true,true,131.86284,0.8569700121879578,0.08670645,SFGX,wAGN,5.2564683,0.16017044,640.57574,19.036297,-103.24637,25.398193,6.8208838,18.946714,400.3694,16.058311,39.88661351560076,-2.0,0
527016845992028160,371633,SDSS,true,true,132.16756,1.038789987564087,0.028813446,AGNX,ELR,0.6715691,0.096167736,532.8811,75.54553,-1622.4823,91.47866,-243.69876,69.300896,2569.4026,73.14507,39.40896856015343,-1.0,0
527027291352492032,376245,SDSS,true,true,132.67953,1.3506799936294556,0.042664167,AGNX,LLR,0.26049265,0.10682904,120.48723,48.996456,-1098.4401,68.75545,-284.12555,51.954056,1019.0348,49.59669,39.62782456428865,-1.0,1
527031964276910080,346256,SDSS,true,true,133.03393,2.074470043182373,0.10567744,UNCXY,sAGN,23.106262,0.35916966,1631.6704,23.544094,170.97235,24.142246,76.778694,20.404861,872.95844,25.633617,40.296863296874804,39.72135621700908,1
527032788910630912,346255,SDSS,true,true,133.02066,1.9638299942016602,0.10759754,AGNX,LLR,-0.21464558,0.23422748,-20.029816,21.754486,-96.66893,21.68165,-28.214724,19.342354,181.45056,16.111132,39.44756313227532,-2.0,0
527055878654814208,371976,SDSS,true,true,133.68008,1.0959500074386597,0.05799496,UNCX,wAGN,3.266322,0.13947785,473.904,19.905384,-288.71152,26.163486,-73.27163,19.361925,577.242,17.130457,39.46905575172914,-1.0,0
527078968398997504,323921,SDSS,true,true,133.71665,1.5829099416732788,0.12945868,SFGX,UNC,3.1617317,0.2886543,174.89287,15.520641,-33.014404,21.272535,-4.351245,16.727922,115.449425,13.368376,40.056154064580646,-2.0,0
527082541811787776,376633,SDSS,true,true,134.46605,1.4432200193405151,0.07190569,UNCX,LLR,-0.9119179,0.14106269,-86.070114,13.243881,-142.17111,21.938103,-56.89881,16.585503,33.295128,12.332674,39.59142664819179,-1.0,0
527092987172251648,301603,SDSS,true,true,134.5095,1.2822500467300415,0.10666749,NOEL,NER,-0.15381683,0.36201593,-9.185323,21.376951,-92.854965,30.860561,10.331815,25.438099,31.90771,26.436314,40.20671340063911,-2.0,0
528071002781935616,209748,SDSS,true,true,134.80169,0.005400000140070915,0.16620125,UNCX,NER,-0.7670996,0.30359802,-29.172695,11.437527,-26.783628,16.078917,10.078204,14.139846,32.370243,8.678111,40.39916921439811,-2.0,0
528073751561005056,574285,SDSS,true,true,134.94534,-0.00561,0.052765287,UNCX,LLR,-0.7391659,0.12011483,-226.8574,36.655724,-473.28815,47.2411,-220.73357,35.391018,202.75534,32.157715,39.64782183601677,-1.0,0
528117182270302208,209581,SDSS,true,true,134.00031,0.08685000240802765,0.109478265,UNCX,NER,0.64855665,0.23709883,63.092922,22.87392,-155.04631,24.804653,-61.016506,19.052946,128.6234,16.130373,40.02400589102483,-1.0,1
528121580316813312,278769,SDSS,true,true,133.56836,0.8793900012969971,0.10918825,UNCX,NER,-2.0787442,0.31379032,-67.729904,10.214147,-52.312523,11.259779,-16.92467,8.650952,20.748417,7.5165405,38.017267411517345,-2.0,0
528135873967974400,381770,SDSS,true,true,133.86121,1.7944600582122803,0.27491695,NOEL,NER,0.026433654,0.52810985,0.834537,17.038105,-72.55675,15.340873,-12.3702135,10.174973,33.1628,21.954643,40.16943167377143,-2.0,0
528136423723788288,346469,SDSS,true,true,133.83478,2.068380117416382,0.19628282,UNCX,NER,-1.4869714,0.45156807,-65.737465,19.914492,-127.22387,25.246809,-12.927052,14.448762,55.402824,14.647146,40.16772149606693,-2.0,0
528136973479602176,346470,SDSS,true,true,133.8831,2.195549964904785,0.19692285,SFGX,UNC,3.501187,0.56981134,133.93108,21.537489,-43.07896,28.337934,5.3744125,16.119843,117.14951,15.805332,40.54267590136538,-2.0,0
528139997136578560,323854,SDSS,true,true,133.40525,1.7176799774169922,0.058245573,AGNXY,wAGN,5.2814164,0.15417397,1101.367,31.430082,-468.73346,39.333084,628.1464,32.319084,980.21967,27.397423,40.6829355403083,39.39433370853252,1
528154565665646592,301507,SDSS,true,true,134.23725,1.2250699996948242,0.105478056,SFGX,wAGN,5.334948,0.3104928,248.24509,14.121537,-26.934095,19.422266,-21.656588,15.909576,232.75795,15.488593,39.41694863542064,-2.0,0
528167210049366016,301584,SDSS,true,true,134.49835,1.2882299423217773,0.10654811,SFGX,sAGN,6.5224366,0.35526705,253.08794,13.357739,-0.5897315,20.442678,-2.2365074,16.68275,132.35074,14.551588,39.9120754974971,-2.0,0
528172157851691008,381979,SDSS,true,true,134.69783,1.8425099849700928,0.058195572,SFGX,wAGN,3.1335795,0.13562605,753.3137,32.062275,-143.72879,40.805927,-88.975784,30.728771,687.23,27.865444,39.67269349689013,-1.0,0
528174356874946560,376679,SDSS,true,true,134.64994,1.530419945716858,0.10689813,AGNXY,sAGN,32.95828,0.30424273,5377.528,46.96375,1000.95715,41.609257,2964.7415,38.87004,3623.5415,39.652657,41.89381057380954,40.01143872875899,1
528184252479596544,719471,SDSS,true,true,134.81522,1.3001600503921509,0.28214732,UNCXY,sAGN,28.539618,0.34042367,1240.9133,13.869174,255.71257,9.441875,159.13771,5.621784,599.9342,9.720296,41.49261330405912,40.04071435495315,1
529190031009540096,204240,SDSS,true,true,137.20752,-0.31274,0.21856795,AGNXY,ELR,1.221813,0.40128157,42.16063,13.702651,-121.727974,20.533539,25.15778,12.455049,171.00108,13.069482,40.46166025478035,40.1563333802536,0
529204599538608128,210106,SDSS,true,true,136.75281,0.060920000076293945,0.16401626,UNCX,ELR,1.4257333,0.3109921,56.024323,12.090582,-185.68494,18.29831,-9.299877,15.204676,113.31527,9.042496,40.12794927621763,-2.0,0
529208722707212288,197596,SDSS,true,true,136.01346,-0.70677,0.31445095,NOEL,LLR,1.3623486,1.109768,22.547482,18.353264,-39.09482,11.242163,-11.246563,8.643266,-3.8202386,17.06526,40.16961101254133,-2.0,0
529211196608374784,197639,SDSS,true,true,136.24968,-0.70192,0.28247994,UNCXY,sAGN,13.077194,0.7955012,207.34798,12.034488,13.155332,10.849682,47.46439,6.895562,166.70412,9.097495,40.968270066214515,40.13047183010029,1
529231262695581696,197555,SDSS,true,true,135.80276,-0.75293,0.048342656,UNCX,LLR,-0.71394247,0.1376991,-208.34836,39.96862,-497.53625,60.823753,-189.21304,44.603443,225.13712,35.858307,39.67132508975704,-1.0,0
529235110986278912,574332,SDSS,true,true,135.27176,-0.18489,0.22195807,UNCXY,sAGN,20.310593,0.63417095,282.21185,8.260349,28.541367,10.342779,47.804092,6.5665994,130.90033,5.695145,40.75428871250337,39.89216416162384,1
529245556346742784,203729,SDSS,true,true,135.04615,-0.30182,0.041902456,SFGXY,SFG,50.559196,0.6367028,1585.6052,18.145477,249.24065,19.214104,676.05646,17.008333,310.53354,8.964553,40.42534596085162,38.8260247439982,1
529248030247905280,203735,SDSS,true,true,135.07217,-0.24278,0.19520724,UNCX,ELR,0.8400128,0.40102628,24.87993,11.759258,-66.88313,19.436317,-20.499865,12.412177,67.72768,10.002004,39.595407728402144,-2.0,0
529278266817669120,600408,SDSS,true,true,135.49535,0.3871900141239166,0.19631727,AGNXY,sAGN,31.988277,0.39882565,1559.7507,18.42735,226.22816,19.143314,1201.4886,13.71495,1067.7003,14.804523,42.04428088897359,40.10175546315482,1
529333792154871808,216187,SDSS,true,true,137.08181,0.5459799766540527,0.09517412,UNCX,LLR,-1.1599058,0.19847155,-48.129913,8.195496,-74.4392,16.311695,-31.433266,11.756547,23.221779,7.5176625,39.690036614537036,-1.0,0
530299987913893888,372790,SDSS,true,true,137.69826,1.0807600021362305,0.22721878,SFGX,UNC,3.077673,0.44295287,70.074875,9.875376,-29.845709,14.42339,-16.71673,9.357004,63.73868,7.5462403,39.39632468064844,-2.0,0
530314831320868864,279468,SDSS,true,true,137.51244,0.9815999865531921,0.14637557,SFGXY,sAGN,14.678344,0.39329347,565.6286,14.121571,98.93814,36.65292,-16.03674,17.721773,290.24045,10.699508,39.98970839071691,-2.0,1
530320878634821632,377559,SDSS,true,true,138.00109,1.6787500381469727,0.17049652,AGNX,LLR,-0.27299273,0.31316224,-9.860409,11.15573,-50.905727,22.4371,-3.41534,17.872492,44.686497,11.134284,40.34775589913249,-2.0,0
530323352535984128,600710,SDSS,true,true,137.11143,0.3603900074958801,0.16261621,AGNXY,sAGN,20.282246,0.35510257,939.55597,15.751848,95.40818,16.628214,367.16583,15.182149,491.43338,10.86923,41.36066405408314,39.977135046293746,1
530324177169704960,216192,SDSS,true,true,137.19608,0.5461199879646301,0.16295622,AGNXY,sAGN,10.351441,0.36728483,429.4555,14.8555765,-40.49246,19.367004,128.07182,17.578644,303.89273,10.7671385,40.905124043741495,40.04265583347579,0
530326376192960512,623161,SDSS,true,true,137.33521,0.7387499809265137,0.053801887,UNCXY,sAGN,11.296965,0.20701739,936.70886,16.480635,77.928,25.059973,115.4203,19.631624,535.18164,13.392932,39.87729744592235,39.10797147465149,0
530330774239471616,377420,SDSS,true,true,137.59606,1.6730300188064575,0.13755521,NOEL,LLR,-1.1000623,0.23141502,-34.567513,7.2341595,-61.248367,14.601727,-17.905905,11.825335,3.536546,6.473057,39.40555364683277,-2.0,0
530346167402260480,377246,SDSS,true,true,136.93122,1.5577600002288818,0.16429628,AGNXY,sAGN,17.178322,0.25298813,1493.3293,21.098145,180.42639,24.188921,344.17944,19.447561,1103.5754,16.276182,41.341783104962865,40.093863323722694,0
530350565448771584,377132,SDSS,true,true,136.59775,1.511240005493164,0.2899913,NOEL,NER,-0.11806046,0.8697577,-2.404723,17.688128,-59.005413,14.040607,-31.637064,9.304663,14.103415,11.785637,40.58528949277337,-1.0,0
530364584222025728,324452,SDSS,true,true,135.9488,1.6686500310897827,0.24397945,SFGXY,SFG,254.71191,3.0206826,1995.6508,14.4198,577.85547,9.056553,2028.2242,13.725692,269.041,6.1714067,42.46703434099071,40.29745262998219,1
530373930070861824,376898,SDSS,true,true,135.72005,1.5503000020980835,0.12114456,UNCX,ELR,2.3073964,0.26000863,114.26218,12.672547,-58.69011,24.44015,16.434721,17.67942,129.34525,10.575195,40.247348976853935,-2.0,0
530374479826675712,324416,SDSS,true,true,135.93187,1.659350037574768,0.10354386,UNCX,NER,0.62436604,0.18372409,69.80242,20.368309,-90.61847,34.374016,-52.875267,26.718977,171.43765,16.626686,38.143777776399865,-2.0,1
530385474942953472,301937,SDSS,true,true,135.65324,1.3202400207519531,0.093523465,AGNX,LLR,-1.0652137,0.13214198,-121.20925,14.967602,-311.36935,26.389662,-2.809611,19.884415,133.76352,12.4715605,39.870938953791956,-2.0,0
530406090785974272,346977,SDSS,true,true,135.74296,2.088629961013794,0.1873172,UNCX,LLR,-0.85298514,0.22491923,-34.125713,8.944573,-104.27577,16.539125,-28.96723,10.722931,33.24017,8.706197,40.25380654110283,-1.0,0
530414062245275648,347171,SDSS,true,true,136.66258,2.1514201164245605,0.18402706,SFGXY,SFG,83.21305,1.1135472,1394.7605,14.133387,332.91522,17.057585,1108.3553,14.451521,149.74335,7.7393413,41.95125358321269,40.06648813917144,1
530424507605739520,387545,SDSS,true,true,136.87496,2.3388800621032715,0.09968371,UNCXY,sAGN,14.91854,0.27084774,949.009,16.437717,53.001503,26.159082,5.9772725,19.381422,393.64664,14.263887,40.01048622075157,-2.0,1
530434952966203392,382505,SDSS,true,true,137.10014,2.0000898838043213,0.05612198,UNCX,LLR,-1.4261974,0.12345222,-186.75809,16.113415,-281.4692,30.525911,-127.277626,18.914454,29.725233,14.617841,39.42999607631519,-1.0,0
530447872227829760,382659,SDSS,true,true,137.82884,2.019010066986084,0.05543195,AGNX,LLR,-0.27549574,0.12781045,-45.208553,20.814653,-324.06216,35.006454,-71.47658,26.040424,179.92117,18.322607,39.557960382350025,-1.0,0
530451170762713088,324845,SDSS,true,true,137.55512,1.845829963684082,0.07716282,SFGX,wAGN,4.7723823,0.17492048,327.913,11.743645,-15.318843,21.50755,23.225477,16.283962,263.469,10.229598,39.879590761015486,-2.0,0
530467113681315840,347587,SDSS,true,true,138.25541,2.232569932937622,0.2906713,NOEL,NER,-0.15915631,0.6049422,-5.286855,19.85947,-27.237928,17.042929,-14.062748,11.755592,-28.31574,15.406039,40.293030270589185,-2.0,0
530472611239454720,325007,SDSS,true,true,138.3155,1.8672499656677246,0.055421952,AGNXY,wAGN,5.608658,0.12637551,2016.7874,44.39821,-266.16187,54.038925,183.03543,40.098465,1875.11,37.593998,40.103658729527645,39.444251313488536,1
530473160995268608,324974,SDSS,true,true,138.1261,1.8269399404525757,0.16802643,UNCX,ELR,1.9038632,0.21781431,116.33819,13.019014,-171.22755,22.456217,19.542088,21.631033,138.56242,11.115628,40.62307848807027,-2.0,0
530473435873175552,325011,SDSS,true,true,138.18276,1.8000199794769287,0.18586713,AGNXY,sAGN,9.207286,0.33671024,305.2254,10.767325,-51.31958,17.94293,264.1737,12.746691,285.84628,8.853898,41.33738418129238,40.020892060306814,1
531442106137339904,575339,SDSS,true,true,139.48489,-0.10134,0.05756103,AGNX,LLR,-0.29854825,0.14630264,-32.2008,15.659563,-178.8729,26.442074,-43.642765,19.55854,273.16162,14.679173,39.46682996434032,-1.0,0
531448153451292672,198277,SDSS,true,true,138.77628,-0.71839,0.05391106,AGNX,LLR,-0.53205884,0.13417147,-136.63484,34.231205,-363.3412,57.537354,-64.22997,42.366135,245.56317,30.420725,39.128601490667336,-2.0,1
531467944660592640,210611,SDSS,true,true,138.91733,0.18558000028133392,0.07024092,SFGX,sAGN,11.455838,0.23078567,1067.9578,20.715033,-13.761369,27.436588,17.521835,20.682846,557.5045,16.23496,39.82000978661249,-2.0,0
531477015631521792,204490,SDSS,true,true,138.39181,-0.25265,0.07022092,AGNX,LLR,-0.8181396,0.12114117,-143.55495,21.13819,-309.86066,32.53546,-126.255424,24.64651,147.16219,19.705011,39.742520506842254,-1.0,0
531481688555939840,198040,SDSS,true,true,138.15422,-0.69406,0.25526935,UNCX,wAGN,4.336666,0.4431489,196.16438,19.391489,-30.17486,21.016563,16.23311,14.277352,222.66934,16.471859,40.851804367896236,-2.0,0
531506152689657856,197865,SDSS,true,true,137.44081,-0.75058,0.2263296,NOEL,NER,-1.0841582,0.27696186,-60.74497,15.413459,-51.20427,24.556301,-44.88102,14.948828,-12.425549,13.276197,40.56799726671401,-1.0,0
531513574393145344,372775,SDSS,true,true,137.58804,1.1256400346755981,0.14678027,AGNXY,sAGN,13.100241,0.41981798,437.39557,13.118172,58.2629,50.559208,492.39645,20.423616,431.77914,10.976113,41.39653496427445,40.01435268748052,0
531514124148959232,372766,SDSS,true,true,137.61268,1.1596200466156006,0.1432503,SFGX,UNC,15.611031,0.3441643,1111.9438,23.081661,-149.63814,56.3077,52.22585,28.933275,455.34222,19.630335,40.724241476980694,-2.0,0
531521820730353664,600783,SDSS,true,true,137.38474,0.40692999958992004,0.09354072,UNCXY,UNC,39.01982,0.5060869,1033.681,11.922683,116.62007,16.134241,150.47571,12.586607,404.63962,8.109445,40.48084609879146,39.40328836977118,1
531558929247791104,601103,SDSS,true,true,138.59486,0.2827500104904175,0.16482012,NOEL,LLR,-0.14985096,0.25442868,-12.729615,21.473446,-97.7117,30.503946,-57.601067,28.743084,22.23913,16.454996,40.56741004167223,-1.0,0
531566625829185536,747874,SDSS,true,true,138.80331,0.3069100081920624,0.30772892,SFGXY,SFG,54.39197,1.2940542,467.22128,8.42208,151.98914,5.8283224,102.80711,4.2242537,150.56703,6.8401246,41.38111210828833,39.994838950517824,1
531567725340813312,601252,SDSS,true,true,139.02152,0.34178000688552856,0.1434303,AGNXY,sAGN,9.873774,0.2963615,461.18756,13.278951,21.902843,36.264915,1046.0522,19.771233,648.64844,13.563995,41.70315852512814,39.97963892214302,0
531568824852441088,302638,SDSS,true,true,138.6844,1.3770099878311157,0.18689993,UNCX,ELR,1.3184136,0.30497956,69.83577,15.953456,7.3045626,25.69767,-19.761175,16.086515,73.05796,14.523581,40.014299956507486,-2.0,0
531574322410579968,623432,SDSS,true,true,139.05735,0.7006400227546692,0.038161192,UNCXY,sAGN,32.28301,0.28459615,9807.435,81.84623,1533.87,68.06012,1401.3928,51.93056,5014.129,57.837215,40.659875270686264,39.22873839470941,1
532562782927742976,218733,SDSS,true,true,140.29763,0.8859400153160095,0.14154151,NOEL,LLR,-1.2077714,0.2082668,-44.657257,7.667423,-70.27917,19.014898,-45.848473,9.786318,-11.013476,6.649027,39.96342171567942,-1.0,0
532566631218440192,373280,SDSS,true,true,140.25626,1.2382899522781372,0.2622659,AGNXY,sAGN,17.461933,0.44679698,691.0719,17.007494,8.562252,10.857152,71.95473,8.161943,512.9688,12.030547,41.082057423733154,40.13679163333279,0
532566906096347136,373300,SDSS,true,true,140.45747,1.2521300315856934,0.14055148,UNCX,wAGN,3.5829055,0.26488835,216.7743,15.729562,5.423318,33.775032,2.4408748,19.155046,230.22156,11.9367895,40.2756458971587,-2.0,0
532569654875416576,373327,SDSS,true,true,140.57518,1.3073500394821167,0.20247373,NOEL,NER,-1.7252682,0.28768376,-78.19516,12.995047,-110.84049,19.180622,-58.553783,11.528129,2.4352193,14.871437,40.355066552155364,-1.0,0
532575427311462400,279905,SDSS,true,true,139.97995,0.9451199769973755,0.017677007,AGNXY,NER,0.45348215,0.06934612,368.7713,55.829277,-846.1875,76.62475,182.33333,56.37689,1251.255,51.893497,39.10117521596577,38.5914102668727,0
532585872671926272,218702,SDSS,true,true,139.87931,0.844980001449585,0.13684134,UNCX,LLR,-1.0924171,0.16773061,-93.74459,14.31619,-130.0019,25.469624,-38.983936,21.383244,81.70613,13.941915,39.21942479035466,-2.0,0
532601540712622080,302813,SDSS,true,true,139.49448,1.373729944229126,0.21115404,SFGX,wAGN,5.217895,0.25145003,345.4476,16.116282,-6.670271,25.47976,-4.238885,13.788349,269.2585,19.358177,40.39803822683567,-2.0,0
532622706311456768,302692,SDSS,true,true,138.9243,1.3524099588394165,0.10213008,UNCX,ELR,1.3124741,0.235404,69.27215,12.307538,-41.47961,15.151868,-1.06543,13.085354,140.22691,9.219244,39.78107113483425,-2.0,0
532638099474245632,325037,SDSS,true,true,138.38062,1.766319990158081,0.21033402,SFGX,wAGN,5.3778834,0.29626575,184.97981,9.860043,-107.05407,16.491167,-0.6278332,8.474842,165.33746,10.46906,40.23925190974154,-2.0,0
532678231648659456,383051,SDSS,true,true,139.67265,2.025160074234009,0.08706953,AGNXY,wAGN,4.802665,0.1132805,727.8023,16.803915,-223.80103,23.94989,463.0624,20.11379,918.4414,15.846752,40.90550644476748,39.54336083795024,1
532680980427728896,347955,SDSS,true,true,139.68038,2.2084898948669434,0.28253663,NOEL,NER,-1.067505,0.47896045,-46.730614,20.910429,-84.373024,14.860881,-46.213905,9.293247,7.766778,14.539783,40.56128050973103,-1.0,0
532687852375402496,348014,SDSS,true,true,139.9541,2.217780113220215,0.14273155,AGNX,LLR,-0.06734163,0.17769766,-2.9266238,7.6478896,-61.734737,20.892422,-6.1504536,10.99824,96.517044,8.672063,39.87916600446524,-2.0,0
532697198224238592,388450,SDSS,true,true,140.15379,2.5236101150512695,0.26593605,SFGX,sAGN,8.2486725,0.5694494,319.45724,21.503473,-11.0441675,15.685242,-8.151255,10.137073,169.73845,15.654545,40.321123288770046,-2.0,1
532703520416098304,348179,SDSS,true,true,140.57107,2.217740058898926,0.13291119,UNCX,LLR,-0.5219076,0.23873378,-16.195564,7.344756,-48.073227,11.400928,-0.52942747,9.3777275,13.191355,5.8546576,39.87634449692688,-2.0,0
5336779946893770752,396833,SDSS,true,true,175.2567,1.4933500289916992,0.01846365,AGNXY,sAGN,64.350426,0.3031625,23608.3,106.303795,3143.256,38.61108,15266.455,74.49484,16294.667,81.2686,41.062045039438644,38.750433029240874,0
5336835472230973440,271388,SDSS,true,true,174.1318,1.3779200315475464,0.110801265,SFGX,wAGN,5.3799586,0.19686176,488.7746,17.445751,-34.559647,18.741089,-9.805333,14.793914,324.0323,15.440745,39.74997053531135,-2.0,1
533761251793201152,204946,SDSS,true,true,140.14433,-0.35348,0.16727737,UNCX,ELR,1.4811066,0.2852289,100.92843,19.002817,-130.54219,35.386166,-17.111969,28.596262,237.54042,16.104328,40.42402456472048,-2.0,1
533763725694363648,204906,SDSS,true,true,139.92064,-0.36424,0.054795332,AGNXY,ELR,1.0110075,0.20597665,101.58108,20.436115,-205.11794,39.654434,128.12233,30.033857,309.2086,19.566555,39.9387406498752,39.30872693047399,0
533767573985060864,216821,SDSS,true,true,140.05731,0.5098699927330017,0.20571466,AGNXY,sAGN,6.9116697,0.51303506,250.67645,18.158585,25.656134,25.977833,103.44682,13.103135,423.7391,13.641976,41.02125390745138,40.12391197817166,1
533780493246687232,216935,SDSS,true,true,140.48081,0.4744899868965149,0.2600008,UNCX,NER,-0.17079408,0.40685222,-6.668126,15.755938,-105.40663,16.497744,59.011436,31.791964,58.419933,19.593378,41.30565890556933,-2.0,0
533784066659477504,210948,SDSS,true,true,140.52187,0.15092000365257263,0.0693843,UNCXY,sAGN,13.722652,0.20513994,1598.399,22.970392,310.9383,26.276981,602.1088,21.015463,978.8249,18.369144,40.818830370512984,39.36169435847667,1
533788739583895552,217011,SDSS,true,true,140.82537,0.5614299774169922,0.087503016,AGNXY,ELR,2.0540385,0.25932452,79.577225,9.871979,-112.96571,20.051863,59.926956,15.448237,188.47545,8.91398,40.02188672491291,39.433143430294564,0
5348071381202894848,273718,SDSS,true,true,184.95921,1.2988500595092773,0.3093629,AGNXY,sAGN,7.63749,0.38024014,137.5614,6.5797906,-2.6687825,7.3160615,17.17885,5.64151,117.414,9.314971,40.60885874149567,40.125260016206276,0
5396479030185164800,599127,SDSS,true,true,130.16257,0.3826200067996979,0.13408232,AGNX,LLR,0.09008823,0.16741653,4.941301,9.110855,-74.07711,11.232396,0.36041343,10.008283,126.034676,8.770767,39.932614322105906,-2.0,0
5396513115045625856,598998,SDSS,true,true,129.6996,0.3260299861431122,0.078406624,AGNXY,sAGN,37.437183,0.30563277,3647.3335,28.279276,364.76834,17.738464,2544.5125,22.35371,2892.7134,24.219732,41.552748357473504,39.49649338119933,1
5396513664801439744,599000,SDSS,true,true,129.71153,0.3482399880886078,0.07849662,SFGX,sAGN,6.171325,0.15623131,660.9751,16.357323,-82.48549,17.48062,-44.768894,13.053481,344.6748,12.590892,39.564914317904076,-1.0,1
5396607123289800704,370848,SDSS,true,true,129.04184,0.933489978313446,0.084626146,UNCXY,UNC,6.119558,0.16074039,509.9621,13.072837,-63.686306,15.3052435,40.72405,12.22846,369.30905,11.368572,39.82451982449192,39.302040629790035,0
5396672544231653376,300612,SDSS,true,true,130.17967,1.1366499662399292,0.11046415,AGNXY,ELR,2.0098636,0.17466195,181.64662,15.5754175,-54.153904,18.218996,64.26694,14.147595,344.92264,14.780931,40.25896875478072,39.60166375170523,0
5397593385203138560,380617,SDSS,true,true,129.2873,1.7029900550842285,0.10479336,UNCX,LLR,-0.72009796,0.15667883,-70.556725,15.263631,-147.61353,17.885777,-70.967896,16.959177,66.07027,14.304666,39.93459655006667,-1.0,0
5397595034470580224,380578,SDSS,true,true,129.2472,1.7920399904251099,0.01309055,UNCX,LLR,-1.3930265,0.10545776,-539.59845,40.707226,-828.4899,51.98105,-433.0276,40.273815,75.21868,37.46966,38.48440383920531,-1.0,0
5397612626656624640,345337,SDSS,true,true,129.11784,2.0010299682617188,0.104103416,AGNX,LLR,0.025188453,0.14634,2.8186073,16.342644,-195.24863,18.39678,-52.359737,16.8622,238.51633,14.805061,39.926240395658986,-1.0,0
577587785091803136,271606,SDSS,true,true,175.11264,1.3967900276184082,0.07591849,SFGX,wAGN,4.7486854,0.27930707,58.415173,3.3540034,-17.18931,5.8045535,-4.951536,4.4161024,38.655716,2.89207,38.707546073592596,-2.0,0
577609775324358656,271537,SDSS,true,true,174.59806,1.354490041732788,0.111708105,UNCX,NER,0.20587967,0.2449004,11.760221,13.866125,-82.48854,20.774406,32.13261,52.063705,109.8823,14.159626,40.59530332687243,-2.0,0
577610874835986432,271455,SDSS,true,true,174.38615,1.2808799743652344,0.076458484,AGNX,LLR,-0.018821817,0.12934195,-2.573851,17.356945,-174.56165,26.492094,-83.85972,19.47542,219.9221,15.997019,39.71542000774054,-1.0,0
577624893609240576,271385,SDSS,true,true,174.11702,1.3064600229263306,0.0744685,AGNX,LLR,-0.4294769,0.11224401,-75.298256,19.543316,-279.02426,29.222122,-82.35635,21.961063,199.10927,17.93306,39.74428372982974,-1.0,0
