CATAID_1,SPECID,BPT,WHAN,WISE_AGN,CIGALE_AGN,BLR_HA,BLR_HB,LOFAR,eFEDS,Score
417539,G09_Y1_BX1_069,UNCXY,sAGN,False,False,False,False,False,False,1
320109,602432075122894848,UNCXY,sAGN,False,False,False,False,False,False,1
573867,G09_Y1_BS2_244,SFGX,sAGN,False,False,False,False,False,False,1
3623251,G09_Y1_BS2_075,UNCXY,sAGN,False,False,False,False,False,False,1
79202,G15_Y1_GS1_361,UNCXY,sAGN,False,False,False,False,False,False,1
593617,G15_Y1_ES1_238,UNCXY,sAGN,False,False,False,False,False,False,1
92690,G15_Y1_ES1_280,SFGX,sAGN,False,False,False,False,False,False,1
227874,G15_Y1_CN1_026,SFGX,wAGN,False,False,False,False,False,False,1
48747,G15_Y1_FS1_161,SFGX,wAGN,False,False,False,False,False,False,1
569292,G15_Y1_FS1_113,UNCXY,sAGN,False,False,False,False,False,False,1
78628,G15_Y1_ES1_355,SFGX,sAGN,False,False,False,False,False,False,1
371309,G09_Y1_BN2_209,UNCXY,sAGN,False,False,False,False,False,False,1
48937,G15_Y1_FS1_064,UNCXY,sAGN,False,False,False,False,False,False,1
599035,G09_Y1_AS2_323,UNCXY,wAGN,False,False,False,False,False,False,1
323335,G09_Y1_BN1_360,UNCXY,sAGN,False,False,False,False,False,False,1
107040,G15_Y1_FN2_159,UNCXY,sAGN,False,False,False,False,False,False,1
544814,G15_Y1_ES2_125,UNCXY,sAGN,False,False,False,False,False,False,1
323414,G09_Y1_CN2_229,UNCX,NER,False,True,False,False,False,False,1
39762,319805084164712448,UNCXY,wAGN,False,False,False,False,False,False,1
93065,G15_Y1_FS1_301,UNCXY,sAGN,False,False,False,False,False,False,1
196736,G09_Y1_CS2_095,SFGX,wAGN,False,False,False,False,False,False,1
363461,603605254449162240,AGNXY,ELR,False,False,False,False,False,False,1
78700,G15_Y6_089_356,SFGX,sAGN,False,False,False,False,False,False,1
239105,G15_Y1_DN1_341,SFGX,sAGN,False,False,False,False,False,False,1
250704,601362800031328256,NOEL,LLR,False,False,False,False,True,False,1
320036,G15_Y1_DN1_348,SFGX,UNC,False,False,False,True,False,False,1
261613,601363349787142144,UNCXY,sAGN,False,False,False,False,False,False,1
261673,601369397101094912,AGNXY,UNC,False,False,False,False,False,False,1
106563,G15_Y1_DN2_018,SFGXY,sAGN,False,False,False,False,False,False,1
418687,637273128715708416,SFGX,sAGN,False,False,False,False,False,False,1
297359,G15_Y1_DN2_207,UNCXY,sAGN,False,False,False,False,False,False,1
209226,G09_Y1_CS2_274,SFGX,UNC,False,False,False,True,False,False,1
239020,G15_Y1_DN2_309,UNCXY,sAGN,False,False,False,False,False,False,1
419441,638387758863247360,UNCX,NER,False,False,False,False,True,False,1
251842,G15_Y1_GN2_349,SFGX,sAGN,False,False,False,False,False,False,1
320469,602376549785692160,SFGX,sAGN,False,False,False,False,False,False,1
599914,G09_Y1_CS1_353,SFGX,sAGN,False,False,False,False,False,False,1
214936,G09_Y1_CS1_284,AGNXY,NER,False,False,False,False,False,False,1
536531,G09_Y1_CS1_236,AGNXY,ELR,False,False,False,False,False,False,1
3901044,G09_Y1_CS1_093,UNCX,LLR,False,False,True,False,False,False,1
64856,G15_Y1_GS2_379,UNCXY,sAGN,False,False,False,False,False,False,1
593342,G15_Y1_DS1_384,SFGX,sAGN,False,False,False,False,False,False,1
535461,319791615147272192,SFGX,wAGN,False,False,False,False,False,False,1
561488,323162994018117632,SFGXY,SFG,False,False,True,False,False,False,1
92515,G15_Y1_DS2_347,AGNXY,NER,False,False,False,False,False,False,1
31076,319777871251924992,UNCXY,sAGN,False,False,False,False,False,False,1
106963,G15_Y1_EN1_039,SFGX,ELR,False,False,True,False,False,False,1
63661,G15_Y1_DS2_005,NOEL,NER,False,False,False,True,False,False,1
297574,G15_Y5_023_002,UNCXY,UNC,False,False,False,True,False,False,1
106195,G15_Y1_CN1_025,SFGX,sAGN,False,False,False,False,False,False,1
3907725,G09_Y4_218_266,SFGX,sAGN,False,False,False,False,False,False,1
388478,G09_Y6_074_291,SFGX,UNC,False,False,True,False,False,False,1
623316,G09_Y6_086_024,SFGX,UNC,False,False,False,True,False,False,1
302681,G09_Y6_086_360,UNCXY,ELR,False,False,True,False,False,False,1
545255,1034813380357023744,NOEL,NER,False,False,False,False,True,False,1
38970,G12_Y1_AS1_239,UNCXY,sAGN,False,False,False,False,False,False,1
30345,G12_Y1_AS1_313,UNCXY,sAGN,False,False,False,False,False,False,1
143290,G12_Y1_AS2_012,UNCXY,sAGN,False,False,False,False,False,False,1
99855,G12_Y2_030_036,SFGX,sAGN,False,False,False,False,False,False,1
561248,G12_Y2_029_267,SFGX,sAGN,False,False,False,False,False,False,1
690157,G12_Y2_028_284,UNCXY,sAGN,False,False,False,False,False,False,1
287785,G12_Y1_AX2_346,UNCXY,sAGN,False,False,False,False,False,False,1
54087,G12_Y1_BN1_049,SFGX,sAGN,False,False,False,False,False,False,1
69618,G12_Y1_BN1_177,UNCX,ELR,False,False,False,False,True,False,1
136573,G12_Y2_020_009,SFGX,sAGN,False,False,False,False,False,False,1
691124,G12_Y2_016_345,UNCXY,sAGN,False,False,False,False,False,False,1
7238,G12_Y1_BN1_333,UNCX,LLR,False,False,False,False,True,False,1
53975,G12_Y1_BND1_119,UNCXY,sAGN,False,False,False,False,False,False,1
609411,G12_Y1_BND1_222,SFGX,sAGN,False,False,False,False,False,False,1
178633,G12_Y2_012_085,SFGX,sAGN,False,False,False,False,False,False,1
378143,G09_Y6_074_015,SFGX,sAGN,False,False,False,False,False,False,1
24271,G12_Y2_040_154,UNCXY,sAGN,False,False,False,False,False,False,1
801286,G09_Y6_068_089,SFGX,SFG,False,True,False,False,False,False,1
3897283,G09_Y4_240_336,UNCXY,SFG,False,False,False,False,False,True,1
692680,G12_Y3_040_061,SFGX,sAGN,False,False,False,False,False,False,1
3904327,G09_Y4_223_248,SFGX,wAGN,False,False,False,False,False,False,1
3908840,G09_Y4_226_375,SFGX,wAGN,False,False,False,False,False,False,1
3581626,G09_Y4_227_161,SFGXY,SFG,False,False,False,True,False,False,1
40393,G12_Y3_028_191,SFGX,sAGN,False,False,False,False,False,False,1
301066,G09_Y4_235_375,UNCXY,sAGN,False,False,False,False,False,False,1
3898125,G09_Y4_236_240,SFGX,sAGN,False,False,False,False,False,False,1
695139,G12_Y3_024_118,UNCXY,sAGN,False,False,False,False,False,False,1
3622895,G09_Y4_243_163,SFGX,UNC,False,False,False,False,False,True,1
377416,G09_Y6_064_156,UNCXY,sAGN,False,False,False,False,False,False,1
3611964,G09_Y4_245_273,UNCXY,sAGN,False,False,False,False,False,False,1
3891099,G09_Y4_248_043,SFGX,wAGN,False,False,False,False,False,False,1
382100,G09_Y4_250_325,UNCXY,sAGN,False,False,False,False,False,False,1
210234,G09_Y5_032_181,AGNXY,UNC,False,False,False,False,False,False,1
3911140,G09_Y5_040_236,NOEL,NER,False,True,False,False,False,False,1
558985,G12_Y3_001_342,UNCXY,sAGN,False,False,False,False,False,False,1
891623,G09_Y5_041_289,AGNXY,NER,False,False,False,False,False,False,1
835842,G09_Y5_053_330,UNCXY,sAGN,False,False,False,False,False,False,1
534944,G12_Y1_BS1_268,UNCXY,sAGN,False,False,False,False,False,False,1
40224,G12_Y1_ND8_091,SFGX,sAGN,False,False,False,False,False,False,1
54331,G12_Y1_CND1_112,AGNXY,UNC,False,False,False,False,False,False,1
144901,G12_Y1_GS1_191,SFGX,sAGN,False,False,False,False,False,False,1
7976,G12_Y1_EN1_333,UNCXY,sAGN,False,False,False,False,False,False,1
70459,G12_Y1_END1_211,UNCXY,sAGN,False,False,False,False,False,False,1
40305,G12_Y1_ES1_349,UNCXY,sAGN,False,False,False,False,False,False,1
40302,G12_Y1_ES1_355,UNCXY,sAGN,False,False,False,False,False,False,1
144905,G12_Y1_GS2_182,SFGXY,sAGN,False,False,False,False,False,False,1
31466,G12_Y1_ES2_208,UNCXY,sAGN,False,False,False,False,False,False,1
272800,G12_Y1_EX1_172,SFGX,sAGN,False,False,False,False,False,False,1
99080,G12_Y1_FN1_269,UNCXY,sAGN,False,False,False,False,False,False,1
145119,G12_Y1_GS1_056,NOEL,NER,False,False,False,True,False,False,1
55014,G12_Y1_EN1_069,SFGX,wAGN,False,False,False,False,False,False,1
92876,G15_Y6_104_144,SFGX,wAGN,False,False,False,False,False,False,1
99473,G12_Y1_GND1_314,UNCX,wAGN,False,False,False,False,False,False,1
31688,G12_Y1_FS1_210,UNCXY,sAGN,False,False,False,False,False,False,1
99396,G12_Y1_FT_275,SFGX,sAGN,False,False,False,False,False,False,1
99323,G12_Y1_FX1_132,UNCXY,sAGN,False,False,False,False,False,False,1
220532,G12_Y1_FX1_209,SFGX,wAGN,False,False,False,False,False,False,1
289431,G12_Y1_FX1_230,AGNXY,SFG,False,False,False,False,False,False,1
289393,G12_Y1_FX1_231,AGNXY,ELR,False,False,False,False,False,False,1
8916,G12_Y1_HN1_329,SFGX,sAGN,False,False,False,False,False,False,1
611307,G12_Y1_HN1_381,SFGX,sAGN,False,False,False,False,False,False,1
184649,G12_Y1_CS1_107,AGNXY,ELR,False,False,False,False,False,False,1
507985,1032603086956292096,UNCX,NER,False,False,False,False,True,False,1
611305,G12_Y1_ND6_263,SFGX,sAGN,False,False,False,False,False,False,1
184697,G12_Y1_CS2_079,SFGX,sAGN,False,False,False,False,False,False,1
560472,G12_Y1_ND4_084,AGNXY,ELR,False,False,False,False,False,False,1
485459,1032611058415593472,UNCX,wAGN,False,False,False,False,False,False,1
39593,G12_Y1_CS2_313,UNCXY,sAGN,False,False,False,False,False,False,1
7521,G12_Y1_ND2_348,SFGX,ELR,False,False,True,False,False,False,1
592823,G15_Y6_100_369,UNCXY,sAGN,False,False,False,False,False,False,1
70045,G12_Y1_DN1_191,SFGX,sAGN,False,False,False,False,False,False,1
611667,G12_Y1_IN1_353,SFGX,sAGN,False,False,False,False,False,False,1
611314,G12_Y1_HN1_384,UNCXY,sAGN,False,False,False,False,False,False,1
561644,G12_Y1_HS2_329,UNCXY,sAGN,False,False,False,False,False,False,1
64569,G15_Y6_101_299,UNCXY,sAGN,False,False,False,False,False,False,1
31162,G12_Y1_DS1_302,SFGX,sAGN,False,False,False,False,False,False,1
186230,G12_Y1_HS1_147,SFGX,sAGN,False,False,False,False,False,False,1
137524,G12_Y1_DS2_114,UNCXY,sAGN,False,False,False,False,False,False,1
143986,G12_Y1_DS2_198,AGNXY,LLR,False,False,False,False,False,False,1
8870,G12_Y1_HND1_305,AGNXY,ELR,False,False,False,False,False,False,1
71293,G12_Y1_HND1_173,UNCXY,sAGN,False,False,False,False,False,False,1
3630895,G09_Y4_218_366,SFGX,sAGN,False,False,False,False,False,False,1
297609,G15_Y6_099_204,UNCXY,sAGN,False,False,False,False,False,False,1
347300,G09_Y1_FX1_156,AGNXY,SFG,False,False,False,False,False,False,1
3913526,G09_Y4_215_230,SFGX,ELR,False,False,True,False,False,False,1
204831,G09_Y1_HS2_006,UNCXY,sAGN,False,False,False,False,False,False,1
567622,G15_Y1_AS2_056,SFGX,SFG,False,False,False,True,False,False,1
198442,G09_Y1_HS2_030,UNCXY,sAGN,False,False,False,False,False,False,1
575266,G09_Y1_HS2_305,UNCXY,sAGN,False,False,False,False,False,False,1
575270,G09_Y1_HS2_318,UNCXY,sAGN,False,False,False,False,False,False,1
296640,G15_Y1_AN2_379,UNCXY,sAGN,False,False,False,False,False,False,1
373302,G09_Y1_IN1_366,UNCXY,sAGN,False,False,False,False,False,False,1
378010,G09_Y1_IN2_274,NOEL,NER,False,False,False,False,True,False,1
663395,G09_Y1_IS1_089,UNCXY,sAGN,False,False,False,False,False,False,1
663331,G09_Y1_IS1_109,UNCXY,sAGN,False,False,False,False,False,False,1
296427,G15_Y1_AN2_217,UNCXY,sAGN,False,False,False,False,False,False,1
210888,G09_Y1_IS1_270,SFGX,wAGN,False,False,False,False,False,False,1
205029,G09_Y1_IS1_319,NOEL,LLR,False,False,False,False,False,True,1
601632,G09_Y1_IS1_348,AGNXY,NER,False,False,False,False,False,False,1
227232,G15_Y1_AN2_007,AGNXY,ELR,False,False,False,False,False,False,1
251600,G15_Y6_094_255,SFGXY,sAGN,False,False,False,False,False,False,1
205114,G09_Y1_IS2_312,UNCX,NER,False,False,False,False,False,True,1
211016,G09_Y1_IS2_331,SFGX,sAGN,False,False,False,False,False,False,1
535001,G12_Y6_073_283,SFGX,wAGN,False,False,False,False,False,False,1
91457,G15_Y1_AS2_293,UNCXY,sAGN,False,False,False,False,False,False,1
592469,G15_Y1_AS2_394,UNCXY,sAGN,False,False,False,False,False,False,1
377810,G09_Y1_HN1_289,UNCXY,sAGN,False,False,False,False,False,False,1
296981,G15_Y1_BN1_377,SFGX,wAGN,False,False,False,False,False,False,1
418615,G09_Y1_FX1_222,SFGX,sAGN,False,False,False,False,False,False,1
97924,318730311816996864,UNCXY,SFG,False,False,True,False,False,False,1
238320,G15_Y1_BN2_347,UNCXY,sAGN,False,False,False,False,False,False,1
296843,G15_Y1_BN2_196,UNCXY,sAGN,False,False,False,False,False,False,1
216316,G09_Y1_GN1_095,SFGX,wAGN,False,False,False,False,False,False,1
279437,G09_Y1_GN1_144,AGNXY,NER,False,False,False,False,False,False,1
377389,G09_Y1_GN1_259,SFGX,UNC,False,False,False,False,True,False,1
302495,G09_Y1_GN1_378,SFGX,wAGN,False,False,False,False,False,False,1
550812,G09_Y1_GS1_116,UNCXY,sAGN,False,False,False,False,False,False,1
279610,G09_Y1_HN1_174,UNCX,wAGN,False,False,False,False,False,False,1
105933,G15_Y1_BN1_035,SFGX,sAGN,False,False,False,False,False,False,1
4318311,G15_Y6_093_310,SFGX,SFG,False,True,False,False,False,False,1
575055,G09_Y1_GS1_382,UNCXY,wAGN,False,False,False,False,False,False,1
496930,G15_Y1_AX2_251,UNCXY,sAGN,False,False,False,False,False,False,1
574931,G09_Y1_GS2_301,SFGX,sAGN,False,False,False,False,False,False,1
559107,318694577689094144,SFGX,sAGN,False,False,False,False,False,False,1
347675,G09_Y1_GX1_133,SFGX,wAGN,False,False,False,False,False,False,1
279671,G09_Y1_HN1_151,UNCXY,sAGN,False,False,False,False,False,False,1
3897199,G09_Y2_003_094,SFGX,sAGN,False,False,False,False,False,False,1
91584,G15_Y6_095_020,UNCXY,sAGN,False,False,False,False,False,False,1
419552,G09_Y2_004_266,AGNXY,ELR,False,False,False,False,False,False,1
371082,G09_Y3_015_201,SFGX,sAGN,False,False,False,False,False,False,1
210569,G09_Y2_035_007,UNCXY,sAGN,False,False,False,False,False,False,1
215422,G09_Y2_038_317,SFGXY,UNC,False,False,False,False,True,False,1
300330,G09_Y2_041_180,SFGX,sAGN,False,False,False,False,False,False,1
178514,G12_Y5_027_302,UNCXY,sAGN,False,False,False,False,False,False,1
549681,G09_Y3_005_383,SFGX,sAGN,False,False,False,False,False,False,1
372048,G09_Y3_008_194,UNCXY,sAGN,False,False,False,False,False,False,1
372056,G09_Y3_008_198,SFGXY,sAGN,False,False,False,False,False,False,1
208652,G09_Y3_009_269,UNCX,ELR,False,False,True,False,False,False,1
130581,G12_Y5_023_362,SFGX,wAGN,False,False,False,False,False,False,1
131662,G12_Y6_052_196,SFGX,wAGN,False,False,False,False,False,False,1
130507,G12_Y5_023_332,UNCXY,sAGN,False,False,False,False,False,False,1
164377,G12_Y5_011_096,UNCXY,sAGN,False,False,False,False,False,False,1
53654,317552454935799808,UNCXY,sAGN,False,False,False,False,False,False,1
179062,G12_Y5_001_313,SFGX,sAGN,False,False,False,False,False,False,1
170421,G12_Y4_211_216,SFGX,UNC,False,False,False,True,False,False,1
3891466,G09_Y4_208_177,UNCXY,sAGN,False,False,False,False,False,False,1
3612654,G09_Y4_210_342,SFGX,sAGN,False,False,False,False,False,False,1
505788,1035965943454394368,SFGX,sAGN,False,False,False,False,False,False,1
209969,G09_Y2_033_232,UNCXY,sAGN,False,False,False,False,False,False,1
56010,G12_Y6_053_194,UNCXY,sAGN,False,False,False,False,False,False,1
198095,G09_Y2_006_159,UNCXY,sAGN,False,False,False,False,False,False,1
91408,G15_Y6_095_172,UNCXY,sAGN,False,False,False,False,False,False,1
197033,G09_Y2_007_038,SFGX,wAGN,False,False,False,False,False,False,1
215199,G09_Y2_007_289,SFGX,sAGN,False,False,False,False,False,False,1
383234,G09_Y2_008_064,UNCXY,sAGN,False,False,False,False,False,False,1
726126,G09_Y2_010_285,SFGX,sAGN,False,False,False,False,False,False,1
610875,G12_Y6_061_109,AGNXY,ELR,False,False,False,False,False,False,1
301196,G09_Y2_012_204,AGNX,LLR,False,False,False,False,True,False,1
808448,G12_Y6_060_329,SFGX,sAGN,False,False,False,False,False,False,1
70086,G12_Y6_060_094,SFGX,sAGN,False,False,False,False,False,False,1
371212,G09_Y2_017_151,UNCXY,sAGN,False,False,False,False,False,False,1
198740,G09_Y2_030_009,SFGX,sAGN,False,False,False,False,False,False,1
71072,G12_Y6_057_159,NOEL,LLR,False,True,False,False,False,False,1
725795,G09_Y2_023_265,AGNXY,ELR,False,False,False,False,False,False,1
54263,318640426741426176,UNCX,ELR,False,False,True,False,False,False,1
585664,G12_Y6_057_031,UNCXY,sAGN,False,False,False,False,False,False,1
916943,G12_Y6_056_222,UNCXY,sAGN,False,False,False,False,False,False,1
381236,G09_Y2_026_062,UNCXY,sAGN,False,False,False,False,False,False,1
749372,G09_Y2_028_065,UNCXY,sAGN,False,False,False,False,False,False,1
131274,G12_Y6_055_291,UNCXY,sAGN,False,False,False,False,False,False,1
91517,G15_Y1_AS1_318,SFGX,sAGN,False,False,False,False,False,False,1
463196,1031417538174543872,SFGX,wAGN,False,False,False,False,False,False,1
568285,342321427430533120,SFGX,sAGN,False,False,False,False,False,False,1
40666,322011530063276032,SFGXY,SFG,False,False,True,False,False,False,1
250090,G15_Y4_208_146,UNCXY,sAGN,False,False,False,False,False,False,1
16345,344676306929084416,SFGX,sAGN,False,False,False,False,False,False,1
91466,G15_Y4_233_319,AGNXY,UNC,False,False,False,False,False,False,1
574332,529235110986278912,UNCXY,sAGN,False,False,False,False,False,False,1
567821,341222465659234304,SFGX,sAGN,False,False,False,False,False,False,1
40636,322010705429555200,SFGX,sAGN,False,False,False,False,False,False,1
560455,320910368010430464,UNCX,NER,False,False,True,False,False,False,1
619969,G15_Y2_014_388,SFGX,sAGN,False,False,False,False,False,False,1
125321,373818599992748032,SFGX,sAGN,False,False,False,False,False,False,1
16386,344675757173270528,UNCXY,sAGN,False,False,False,False,False,False,1
204240,529190031009540096,AGNXY,ELR,False,False,False,False,False,False,1
70714,322126429028378624,UNCXY,sAGN,False,False,False,False,False,False,1
584682,320924936539498496,AGNX,LLR,False,False,False,False,True,False,1
78172,G15_Y4_229_220,UNCXY,sAGN,False,False,False,False,False,False,1
381979,528172157851691008,SFGX,wAGN,False,False,False,False,False,False,1
301584,528167210049366016,SFGX,sAGN,False,False,False,False,False,False,1
301507,528154565665646592,SFGX,wAGN,False,False,False,False,False,False,1
31275,320949950429030400,SFGX,sAGN,False,False,False,False,False,False,1
593216,G15_Y2_015_202,NOEL,LLR,False,False,True,False,False,False,1
618057,341279915141785600,AGNX,NER,False,False,True,False,False,False,1
250989,G15_Y4_228_144,UNCXY,sAGN,False,False,False,False,False,False,1
77708,341299706351085568,SFGX,wAGN,False,False,False,False,False,False,1
15165,341304929031317504,UNCX,ELR,False,False,True,False,False,False,1
238463,G15_Y2_013_302,NOEL,NER,False,False,False,False,True,False,1
279468,530314831320868864,SFGXY,sAGN,False,False,False,False,False,False,1
107160,345740084865165312,SFGX,sAGN,False,False,False,False,False,False,1
536045,320897448748804096,SFGX,sAGN,False,False,False,False,False,False,1
210611,531467944660592640,SFGX,sAGN,False,False,False,False,False,False,1
143889,371646239944501248,AGNXY,NER,False,False,False,False,False,False,1
297275,G15_Y2_007_226,SFGX,sAGN,False,False,False,False,False,False,1
184926,371668230177056768,SFGX,wAGN,False,False,False,False,False,False,1
184985,371669329688684544,UNCX,ELR,False,False,True,False,False,False,1
610677,322139073412098048,UNCXY,sAGN,False,False,False,False,False,False,1
585433,322015928109787136,SFGX,sAGN,False,False,False,False,False,False,1
592272,340064956017829888,SFGX,sAGN,False,False,False,False,False,False,1
249554,G15_Y4_241_140,UNCXY,sAGN,False,False,False,False,False,False,1
382659,530447872227829760,AGNX,LLR,False,False,True,False,False,False,1
387545,530424507605739520,UNCXY,sAGN,False,False,False,False,False,False,1
545414,345710123173308416,UNCX,ELR,False,False,False,False,True,False,1
77063,340142746465495040,UNCXY,sAGN,False,False,False,False,False,False,1
493942,G15_Y2_011_304,SFGX,sAGN,False,False,False,False,False,False,1
144051,371703139671238656,SFGXY,sAGN,False,False,False,False,False,False,1
137630,371705888450308096,SFGX,wAGN,False,False,False,False,False,False,1
98552,319922182153070592,SFGX,sAGN,False,False,False,False,False,False,1
105606,340177930837583872,SFGX,wAGN,False,False,False,False,False,False,1
377420,530330774239471616,NOEL,LLR,False,False,False,False,True,False,1
623161,530326376192960512,UNCXY,sAGN,False,False,False,False,False,False,1
569064,G15_Y3_028_378,UNCXY,sAGN,False,False,False,False,False,False,1
77391,340197722046883840,UNCXY,sAGN,False,False,False,False,False,False,1
165383,372694624248031232,UNCXY,sAGN,False,False,False,False,False,False,1
91991,341308227566200832,UNCXY,sAGN,False,False,False,False,False,False,1
486047,G15_Y2_016_152,SFGX,sAGN,False,False,False,False,False,False,1
342486,G15_Y4_209_177,UNCXY,sAGN,False,False,False,False,False,False,1
185914,373910409213667328,UNCX,ELR,False,False,False,False,True,False,1
250228,G15_Y4_223_045,AGNXY,ELR,False,False,False,False,False,False,1
493176,G15_Y3_009_006,SFGX,sAGN,False,False,False,False,False,False,1
375751,525900841505286144,AGNX,NER,False,False,True,False,False,False,1
92584,344619407202347008,UNCX,ELR,False,False,False,False,True,False,1
63507,343455023985879040,UNCXY,sAGN,False,False,False,False,False,False,1
593407,344610885987231744,SFGX,wAGN,False,False,False,False,False,False,1
386284,525895618825054208,UNCX,ELR,False,False,True,False,False,False,1
593350,343458597398669312,SFGX,wAGN,False,False,False,False,False,False,1
63658,344609786475603968,SFGX,sAGN,False,False,False,False,False,False,1
48515,344598516481419264,UNCXY,sAGN,False,False,False,False,False,False,1
262281,G15_Y4_222_006,UNCXY,sAGN,False,False,False,False,False,False,1
593721,344591094777931776,UNCXY,sAGN,False,False,False,False,False,False,1
16839,4527301344063127552,UNCX,ELR,False,False,False,False,True,False,1
36911,4543166193364107264,SFGXY,sAGN,False,False,False,False,False,False,1
64825,4528494584560877568,UNCXY,sAGN,False,False,False,False,False,False,1
239713,G15_Y3_001_387,SFGX,sAGN,False,False,False,False,False,False,1
361997,G15_Y4_218_224,AGNXY,NER,False,False,False,False,False,False,1
594069,344547389190727680,SFGX,sAGN,False,False,False,False,False,False,1
107509,4528541863560871936,UNCXY,sAGN,False,False,False,False,False,False,1
593691,344590819900024832,SFGX,wAGN,False,False,False,False,False,False,1
63130,4538700530595659776,NOEL,NER,False,False,False,False,True,False,1
617487,G15_Y3_007_195,SFGX,sAGN,False,False,False,False,False,False,1
319531,4534130410934239232,AGNXY,UNC,False,False,False,False,False,False,1
261183,G15_Y4_215_206,SFGX,wAGN,False,False,False,False,False,False,1
15410,342437151029356544,NOEL,NER,False,False,False,False,True,False,1
375963,525923656371562496,SFGX,wAGN,False,False,False,False,False,False,1
622407,526975339428079616,UNCXY,sAGN,False,False,False,False,False,False,1
463199,G15_Y3_013_163,UNCX,UNC,False,False,False,True,False,False,1
131851,373947792609011712,UNCXY,sAGN,False,False,False,False,False,False,1
48147,G15_Y3_011_284,AGNXY,ELR,False,False,False,False,False,False,1
145314,375017066761054208,SFGX,wAGN,False,False,False,False,False,False,1
346256,527031964276910080,UNCXY,sAGN,False,False,False,False,False,False,1
179541,375074241365698560,AGNXY,UNC,False,False,False,False,False,False,1
371633,527016845992028160,AGNX,ELR,False,False,True,False,False,False,1
278492,527005301119936512,SFGX,wAGN,False,False,False,False,False,False,1
536566,526999253805983744,NOEL,LLR,False,False,False,False,True,False,1
64977,346882752307554304,UNCXY,sAGN,False,False,False,False,False,False,1
600013,526965718701336576,SFGX,wAGN,False,False,False,False,False,False,1
3626517,4295392350140104704,NOEL,NER,False,False,False,False,True,False,1
250871,G15_Y4_213_026,SFGX,sAGN,False,False,False,False,False,False,1
105842,342370080820062208,NOEL,LLR,False,False,False,False,True,False,1
610624,321055503545296896,UNCXY,wAGN,False,False,False,False,False,False,1
209506,526936581643200512,UNCXY,sAGN,False,False,False,False,False,False,1
106083,342393445442152448,SFGX,wAGN,False,False,False,False,False,False,1
789312,4250438536824094720,SFGX,SFG,False,False,True,False,False,False,1
262309,G15_Y4_224_193,SFGX,UNC,False,False,False,False,True,False,1
7921,321006575277860864,UNCXY,sAGN,False,False,False,False,False,False,1
376033,525937125389002752,SFGX,ELR,False,False,False,False,False,True,1
618384,342406089825871872,UNCXY,sAGN,False,False,False,False,False,False,1
47369,340022899698067456,UNCXY,sAGN,False,False,False,False,False,False,1
105743,G15_Y5_064_293,SFGX,sAGN,False,False,False,False,False,False,1
300612,5396672544231653376,AGNXY,ELR,False,False,False,False,False,False,1
599000,5396513664801439744,SFGX,sAGN,False,False,False,False,False,False,1
343955,G15_Y4_203_102,SFGX,sAGN,False,False,False,False,False,False,1
8706,323271295913453568,UNCXY,sAGN,False,False,False,False,False,False,1
511950,G15_Y2_003_230,SFGX,sAGN,False,False,False,False,False,False,1
271606,577587785091803136,SFGX,wAGN,False,False,False,False,False,False,1
228426,G15_Y5_012_294,UNCX,UNC,False,False,False,True,False,False,1
107528,345818974824458240,AGNX,LLR,False,False,True,False,False,False,1
136238,368326813065177088,UNCX,NER,False,False,True,False,False,False,1
99742,323300432971589632,UNCXY,sAGN,False,False,False,False,False,False,1
505792,G15_Y2_004_153,SFGX,wAGN,False,False,False,False,False,False,1
227637,G15_Y3_038_169,UNCXY,sAGN,False,False,False,False,False,False,1
238376,G15_Y3_037_368,UNCXY,UNC,False,False,True,False,False,False,1
493601,346811833807562752,UNCX,ELR,False,False,True,False,False,False,1
217011,533788739583895552,AGNXY,ELR,False,False,False,False,False,False,1
298518,345806605318645760,SFGX,sAGN,False,False,False,False,False,False,1
216935,533780493246687232,UNCX,NER,False,False,False,False,False,True,1
296856,G15_Y3_037_367,SFGX,sAGN,False,False,False,False,False,False,1
130134,369436769852090368,SFGXY,sAGN,False,False,False,False,False,False,1
271388,5336835472230973440,SFGX,wAGN,False,False,False,False,False,False,1
7562,319901566310049792,UNCX,wAGN,False,False,False,False,False,False,1
32493,324272125986760704,SFGX,wAGN,False,False,False,False,False,False,1
509692,G15_Y2_004_341,UNCXY,sAGN,False,False,False,False,False,False,1
508903,G15_Y2_005_120,SFGX,sAGN,False,False,False,False,False,False,1
396835,578790650896476160,UNCXY,sAGN,False,False,False,False,False,False,1
594911,347989966086760448,SFGX,sAGN,False,False,False,False,False,False,1
325037,532638099474245632,SFGX,wAGN,False,False,False,False,False,False,1
273411,583286833652197376,SFGX,sAGN,False,False,False,False,False,False,1
318787,599022764342405120,SFGX,sAGN,False,False,False,False,False,False,1
55801,323172064989046784,UNCXY,sAGN,False,False,False,False,False,False,1
297418,G15_Y3_050_183,NOEL,NER,False,False,False,False,True,False,1
536491,323200377413462016,UNCXY,sAGN,False,False,False,False,False,False,1
64906,346863235976161280,AGNXY,ELR,False,False,False,False,False,False,1
536429,323215770576250880,AGNXY,LLR,False,False,False,False,False,False,1
570274,G15_Y1_IS1_065,UNCXY,sAGN,False,False,False,False,False,False,1
227264,598979608511014912,SFGX,wAGN,False,False,False,False,False,False,1
273800,584410259674654720,UNCXY,sAGN,False,False,False,False,False,False,1
